Column1,Column2
1,"visits spy-movie territory like a novel you can't put down  examines a footnote to history seldom brought to light on the screen  and keeps you guessing from first frame to last . "
1,"a backstage must-see for true fans of comedy . "
1,"it's a fine  old-fashioned-movie movie  which is to say it's unburdened by pretensions to great artistic significance . "
0,"nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy . "
0,"watching the chemistry between freeman and judd  however  almost makes this movie worth seeing . almost . "
0,"maybe it's the star power of the cast or the redundant messages  but something aboul  full frontal  seems  well  contrived . "
1,"a fascinating  unnerving examination of the delusions of one unstable man . "
1,"cantet beautifully illuminates what it means sometimes to be inside looking out  and at other times outside looking in . "
0,"these people wouldn't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance . "
1,"this is human comedy at its most amusing  interesting and confirming . "
0,"dragonfly has no atmosphere  no tension -- nothing but costner  flailing away . it's a buggy drag . "
1,"the charms of the lead performances allow us to forget most of the film's problems . "
0,"it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves  without all oedekerk's impish augmentation . "
1,"jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness . "
0," . . . a cheap  ludicrous attempt at serious horror . "
0,"feels like pieces a bunch of other  better movies slapped together . "
1,"a film that will enthrall the whole family . "
1,"a photographic marvel of sorts  and it's certainly an invaluable record of that special fishy community . "
1,"goes a long way on hedonistic gusto . "
1,"one of those joyous films that leaps over national boundaries and celebrates universal human nature . "
0,"earnest and tentative even when it aims to shock . "
1,"more mature than fatal attraction  more complete than indecent proposal and more relevant than 9 ?weeks  unfaithful is at once intimate and universal cinema . "
0,"director jay russell stomps in hobnail boots over natalie babbitt's gentle  endearing 1975 children's novel . "
1,"this filmed tosca -- not the first  by the way -- is a pretty good job  if it's filmed tosca that you want . i'll stay with the stage versions  however  which bite cleaner  and deeper . "
0,"a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff . "
1,"it reaffirms life as it looks in the face of death . "
0,"one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time . "
1,"i don't think i've been as entranced and appalled by an asian film since shinya tsukamoto's iron man . "
1,"the stunning  dreamlike visuals will impress even those viewers who have little patience for euro-film pretension . "
0," . . . plays like a badly edited  91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact  it doesn't even seem like she tried . "
0,"largely a for-fans artifact . "
1,"there is little question that this is a serious work by an important director who has something new to say about how  in the flip-flop of courtship  we often reel in when we should be playing out . "
1,"while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story . "
0,"the santa clause 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down . "
1,"morton is a great actress portraying a complex character  but morvern callar grows less compelling the farther it meanders from its shocking start . "
1," a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . "
0,"an essentially awkward version of the lightweight female empowerment picture we've been watching for decades"
0,"too close to phantom menace for comfort . "
1,"it's a hoot and a half  and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech . "
0,"the slapstick is labored  and the bigger setpieces flat . "
1,"this is pretty dicey material . but some unexpected zigs and zags help . "
1,"as warm as it is wise  deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer  providing an experience that is richer than anticipated . "
1,"a lot of fun  with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers . "
1,"this is unusual  food-for-thought cinema that's as entertaining as it is instructive . "
